NOM;CODI;DATA_INI;DATA_FI;RESIDENCIA;IEPG_CONFIRMAT;R0_CONFIRMAT_M;IA14;TAXA_CASOS_CONFIRMAT;CASOS_CONFIRMAT;TAXA_PCRTAR;PCR;TAR;PERC_PCRTAR_POSITIVES;INGRESSOS_TOTAL;INGRESSOS_CRITIC;EXITUS;CASOS_PCR;CASOS_TAR;POSITIVITAT_PCR_NUM;POSITIVITAT_TAR_NUM;POSITIVITAT_PCR_DEN;POSITIVITAT_TAR_DEN;VACUNATS_DOSI_1;VACUNATS_DOSI_2
CATALUNYA;GLOBAL;2021-09-22;2021-09-28;No;65.8858;1.06498;61.8657;31.1719;2412;1721.1770;80715;52465;2.2397;222;31;18;1268;1144;1373;1144;66742;45641;27900;43707
CATALUNYA;GLOBAL;2021-09-22;2021-09-28;--;;;0.0000;0.0000;72;0.0000;8519;12;0.4371;11;3;0;45;27;37;0;8453;11;541;614
CATALUNYA;GLOBAL;2021-09-22;2021-09-28;Si;;;161.7021;55.3191;39;6353.1914;3784;695;1.3397;29;1;9;29;10;30;9;2424;487;87;154
CATALUNYA;GLOBAL;2021-09-21;2021-09-27;--;;;0.0000;0.0000;84;0.0000;8292;12;0.4854;13;4;0;48;36;39;1;8230;11;589;599
CATALUNYA;GLOBAL;2021-09-21;2021-09-27;Si;;;173.0496;56.7375;40;6537.5886;3929;680;1.3132;27;1;8;30;10;31;9;2566;480;99;164
CATALUNYA;GLOBAL;2021-09-21;2021-09-27;No;64.8376;1.02933;62.9900;30.7066;2376;1659.4922;78668;49739;2.2330;216;35;22;1222;1154;1281;1139;65066;43310;30195;45014
CATALUNYA;GLOBAL;2021-09-20;2021-09-26;No;64.5003;1.00097;64.4375;29.9958;2321;1606.2596;78053;46235;2.2375;218;30;26;1180;1141;1222;1121;64472;40243;31041;46237
CATALUNYA;GLOBAL;2021-09-20;2021-09-26;--;;;0.0000;0.0000;86;0.0000;8260;11;0.4997;15;6;0;47;39;40;1;8195;10;595;595
CATALUNYA;GLOBAL;2021-09-20;2021-09-26;Si;;;175.8865;49.6453;35;6696.4539;4127;594;1.3087;23;1;6;29;6;34;5;2585;395;100;164
CATALUNYA;GLOBAL;2021-09-19;2021-09-25;No;62.9841;0.966972;65.1353;29.7374;2301;1590.7511;77736;45352;2.2593;225;28;30;1181;1120;1232;1109;64184;39432;31239;46506
CATALUNYA;GLOBAL;2021-09-19;2021-09-25;--;;;0.0000;0.0000;84;0.0000;8173;12;0.5175;15;7;0;47;37;41;1;8105;11;613;592
CATALUNYA;GLOBAL;2021-09-19;2021-09-25;Si;;;173.0496;48.2269;34;6692.1985;4105;613;1.2052;27;1;5;29;5;32;4;2575;412;99;162
CATALUNYA;GLOBAL;2021-09-18;2021-09-24;--;;;0.0000;0.0000;90;0.0000;8228;11;0.6002;18;7;0;54;36;48;1;8154;10;617;598
CATALUNYA;GLOBAL;2021-09-18;2021-09-24;Si;;;177.3049;51.0638;36;6686.5248;4106;608;1.2713;31;1;4;31;5;34;4;2579;410;101;164
CATALUNYA;GLOBAL;2021-09-18;2021-09-24;No;60.7928;0.926893;65.5877;29.6857;2297;1587.4039;78443;44386;2.2575;230;26;33;1176;1121;1236;1096;64758;38544;32092;47720
CATALUNYA;GLOBAL;2021-09-17;2021-09-23;No;58.5631;0.870763;67.2548;29.3109;2268;1621.8068;81552;43939;2.2132;243;31;30;1179;1089;1268;1066;67364;38095;37266;49417
CATALUNYA;GLOBAL;2021-09-17;2021-09-23;--;;;0.0000;0.0000;96;0.0000;8473;10;0.6422;15;5;0;57;39;53;1;8399;9;705;627
CATALUNYA;GLOBAL;2021-09-17;2021-09-23;Si;;;171.6312;72.3404;51;7195.7446;4510;563;1.6504;43;1;7;45;6;49;5;2877;395;97;150
CATALUNYA;GLOBAL;2021-09-16;2021-09-22;--;;;0.0000;0.0000;106;0.0000;8526;10;0.7096;18;4;0;65;41;59;1;8448;8;705;644
CATALUNYA;GLOBAL;2021-09-16;2021-09-22;Si;;;171.6312;90.7801;64;8035.4609;5144;521;1.8008;40;1;11;56;8;59;7;3287;378;86;118
CATALUNYA;GLOBAL;2021-09-16;2021-09-22;No;59.5481;0.85788;69.4131;30.1768;2335;1609.7102;83127;41428;2.2838;253;34;29;1232;1103;1300;1086;68572;35904;39207;49432
CATALUNYA;GLOBAL;2021-09-15;2021-09-21;No;61.0811;0.850511;71.8169;30.6937;2375;1630.8792;86882;39311;2.3099;253;42;35;1241;1134;1314;1122;71412;34048;41578;51335
CATALUNYA;GLOBAL;2021-09-15;2021-09-21;--;;;0.0000;0.0000;106;0.0000;8504;9;0.6762;22;43;0;61;45;56;1;8421;8;767;674
CATALUNYA;GLOBAL;2021-09-15;2021-09-21;Si;;;191.4893;106.3829;75;8368.7943;5359;541;2.0125;41;1;10;64;11;66;11;3443;383;76;98
CATALUNYA;GLOBAL;2021-09-14;2021-09-20;No;64.6132;0.855802;75.5001;32.2833;2498;1621.5224;88248;37221;2.4912;261;38;32;1308;1190;1414;1187;72193;32215;44001;51948
CATALUNYA;GLOBAL;2021-09-14;2021-09-20;--;;;0.0000;0.0000;102;0.0000;8638;11;0.7123;29;43;0;65;37;61;0;8555;9;776;701
CATALUNYA;GLOBAL;2021-09-14;2021-09-20;Si;;;201.4184;116.3120;82;8490.7801;5387;599;2.3219;49;1;13;69;13;75;13;3372;418;69;83
CATALUNYA;GLOBAL;2021-09-13;2021-09-19;--;;;0.0000;0.0000;104;0.0000;8561;10;0.7306;38;42;0;67;37;62;0;8478;8;812;742
CATALUNYA;GLOBAL;2021-09-13;2021-09-19;Si;;;214.1843;126.2411;89;8765.9574;5535;645;2.2910;55;1;14;73;16;75;16;3525;447;63;74
CATALUNYA;GLOBAL;2021-09-13;2021-09-19;No;68.2461;0.860048;79.3514;34.4416;2665;1586.2408;87644;35095;2.7374;266;42;32;1389;1276;1498;1288;71495;30280;46690;54034
CATALUNYA;GLOBAL;2021-09-12;2021-09-18;No;70.5239;0.867008;81.3417;35.3979;2739;1581.1488;87517;34828;2.7993;271;43;33;1426;1313;1519;1321;71399;30055;47402;56063
CATALUNYA;GLOBAL;2021-09-12;2021-09-18;--;;;0.0000;0.0000;111;0.0000;8609;11;0.7379;39;42;0;67;44;63;0;8529;9;808;776
CATALUNYA;GLOBAL;2021-09-12;2021-09-18;Si;;;215.6028;124.8226;88;8862.4113;5601;647;2.2637;49;1;15;73;15;76;15;3578;442;63;75
CATALUNYA;GLOBAL;2021-09-11;2021-09-17;--;;;0.0000;0.0000;119;0.0000;8335;11;0.7981;40;42;0;71;48;66;0;8261;9;810;768
CATALUNYA;GLOBAL;2021-09-11;2021-09-17;Si;;;212.7659;126.2411;89;8872.3404;5565;690;2.2829;46;1;18;73;16;76;16;3560;470;60;75
CATALUNYA;GLOBAL;2021-09-11;2021-09-17;No;72.2615;0.867017;83.3448;35.9020;2778;1564.6324;86590;34477;2.8624;277;49;35;1449;1329;1526;1346;70579;29758;48118;54833
CATALUNYA;GLOBAL;2021-09-10;2021-09-16;No;75.473;0.873843;86.3690;37.9439;2936;1557.5243;86843;33674;3.0773;279;58;43;1547;1389;1654;1411;70593;29008;50758;63112
CATALUNYA;GLOBAL;2021-09-10;2021-09-16;--;;;0.0000;0.0000;131;0.0000;8686;16;0.8694;49;43;0;81;50;75;0;8613;14;815;882
CATALUNYA;GLOBAL;2021-09-10;2021-09-16;Si;;;208.5106;99.2907;70;9022.6950;5664;697;1.8119;38;0;16;54;16;57;16;3551;478;60;94
CATALUNYA;GLOBAL;2021-09-09;2021-09-15;Si;;;194.3262;80.8510;57;8784.3971;5509;684;1.5824;36;0;12;44;13;48;13;3400;455;61;94
CATALUNYA;GLOBAL;2021-09-09;2021-09-15;No;78.4996;0.883503;88.8503;39.2363;3036;1592.7414;90484;32758;3.1524;283;62;52;1571;1465;1718;1477;73119;28231;55318;67973
CATALUNYA;GLOBAL;2021-09-09;2021-09-15;--;;;0.0000;0.0000;134;0.0000;8635;14;0.8634;50;44;0;80;54;74;0;8558;13;857;943
CATALUNYA;GLOBAL;2021-09-08;2021-09-14;--;;;0.0000;0.0000;143;0.0000;8787;15;0.9398;47;6;1;89;54;81;1;8711;14;870;967
CATALUNYA;GLOBAL;2021-09-08;2021-09-14;Si;;;212.7659;85.1063;60;9052.4822;5690;692;1.7722;35;0;13;43;17;53;17;3486;464;65;88
CATALUNYA;GLOBAL;2021-09-08;2021-09-14;No;82.5315;0.897676;91.9391;41.1231;3182;1618.6534;92571;32676;3.2455;295;59;52;1627;1555;1770;1564;74611;28117;58656;74272
CATALUNYA;GLOBAL;2021-09-07;2021-09-13;No;86.5709;0.908657;95.2734;43.2168;3344;1626.5110;92902;32953;3.3621;316;63;60;1700;1644;1791;1668;74643;28240;63798;81646
CATALUNYA;GLOBAL;2021-09-07;2021-09-13;--;;;0.0000;0.0000;146;0.0000;8728;17;0.9002;42;5;1;90;56;77;1;8649;16;890;1037
CATALUNYA;GLOBAL;2021-09-07;2021-09-13;Si;;;225.5319;85.1063;60;9533.3333;6062;659;1.5271;32;0;11;40;20;44;20;3743;448;58;99
CATALUNYA;GLOBAL;2021-09-06;2021-09-12;--;;;0.0000;0.0000;156;0.0000;8693;18;0.9274;35;6;2;96;60;79;1;8609;17;902;1074
CATALUNYA;GLOBAL;2021-09-06;2021-09-12;Si;;;224.1134;87.9432;62;10547.5177;6786;650;1.4233;30;0;11;41;21;45;21;4185;452;62;109
CATALUNYA;GLOBAL;2021-09-06;2021-09-12;No;91.03;0.916426;99.3314;44.9098;3475;1622.1686;92402;33117;3.5364;334;71;68;1727;1748;1853;1773;74107;28427;65443;98555
CATALUNYA;GLOBAL;2021-09-05;2021-09-11;No;93.3027;0.922267;101.1666;45.9437;3555;1622.3237;92172;33359;3.5944;343;75;71;1728;1827;1857;1828;73883;28639;65527;99348
CATALUNYA;GLOBAL;2021-09-05;2021-09-11;--;;;0.0000;0.0000;156;0.0000;8743;17;0.9572;36;5;3;99;57;82;1;8655;16;900;1124
CATALUNYA;GLOBAL;2021-09-05;2021-09-11;Si;;;226.9503;90.7801;64;10478.0141;6725;662;1.4993;32;0;9;41;23;46;23;4144;458;62;109
CATALUNYA;GLOBAL;2021-09-04;2021-09-10;Si;;;234.0425;86.5248;61;10490.7801;6768;628;1.4218;29;0;7;39;22;44;22;4202;440;62;108
CATALUNYA;GLOBAL;2021-09-04;2021-09-10;No;95.5887;0.920522;103.8418;47.4428;3671;1641.3991;92690;34317;3.6607;356;83;72;1788;1883;1917;1881;74289;29462;66137;109254
CATALUNYA;GLOBAL;2021-09-04;2021-09-10;--;;;0.0000;0.0000;162;0.0000;9168;21;0.9567;35;6;3;102;60;86;1;9075;19;931;1160
CATALUNYA;GLOBAL;2021-09-03;2021-09-09;--;;;0.0000;0.0000;163;0.0000;9108;19;0.9531;31;6;3;101;62;85;1;9007;16;946;1291
CATALUNYA;GLOBAL;2021-09-03;2021-09-09;Si;;;243.9716;109.2198;77;11042.5531;6960;825;1.6612;31;0;7;53;24;57;24;4312;564;68;112
CATALUNYA;GLOBAL;2021-09-03;2021-09-09;No;96.918;0.894045;108.4039;48.4250;3747;1648.6234;91731;35835;3.6854;393;88;74;1727;2020;1812;2028;73375;30820;64056;119259
CATALUNYA;GLOBAL;2021-09-02;2021-09-08;No;98.1387;0.860867;113.9998;49.6140;3839;1679.0846;92512;37411;3.6850;422;89;71;1744;2095;1804;2108;74000;32161;63801;132897
CATALUNYA;GLOBAL;2021-09-02;2021-09-08;--;;;0.0000;0.0000;174;0.0000;9226;21;1.0720;29;6;3;111;63;96;2;9124;18;959;1359
CATALUNYA;GLOBAL;2021-09-02;2021-09-08;Si;;;263.8297;113.4751;80;12268.0851;7807;842;1.5481;31;0;9;49;31;53;31;4867;559;84;130
CATALUNYA;GLOBAL;2021-09-01;2021-09-07;--;;;0.0000;0.0000;168;0.0000;9117;19;1.0957;31;6;2;109;59;97;2;9019;16;940;1435
CATALUNYA;GLOBAL;2021-09-01;2021-09-07;Si;;;262.4113;127.6595;90;13112.0567;8404;840;1.5748;31;0;11;67;23;69;23;5291;551;76;135
CATALUNYA;GLOBAL;2021-09-01;2021-09-07;No;98.9166;0.828613;119.3761;50.8159;3932;1701.3521;93275;38371;3.7061;430;103;75;1776;2156;1838;2147;74404;33122;62570;148473
CATALUNYA;GLOBAL;2021-08-31;2021-09-06;No;100.792;0.803776;125.3985;52.0566;4028;1728.6211;92649;41107;3.7631;448;103;74;1769;2259;1874;2246;73892;35591;60240;169167
CATALUNYA;GLOBAL;2021-08-31;2021-09-06;--;;;0.0000;0.0000;181;0.0000;9028;16;1.2308;28;7;2;117;64;108;2;8923;14;934;1413
CATALUNYA;GLOBAL;2021-08-31;2021-09-06;Si;;;282.2695;140.4255;99;13526.2411;8555;981;1.8833;35;1;14;72;27;86;27;5387;613;79;126
CATALUNYA;GLOBAL;2021-08-30;2021-09-05;Si;;;285.1063;136.1702;96;13296.4539;8298;1076;1.8437;36;1;17;68;28;81;28;5260;652;79;115
CATALUNYA;GLOBAL;2021-08-30;2021-09-05;No;105.804;0.789549;134.0057;54.4216;4211;1769.9639;93073;43882;3.8475;451;106;66;1773;2438;1889;2421;74051;37971;60365;165225
CATALUNYA;GLOBAL;2021-08-30;2021-09-05;--;;;0.0000;0.0000;193;0.0000;9088;20;1.3104;31;5;1;121;72;115;3;8987;18;910;1317
CATALUNYA;GLOBAL;2021-08-29;2021-09-04;--;;;0.0000;0.0000;198;0.0000;9078;20;1.3333;32;5;0;123;75;117;3;8983;17;912;1223
CATALUNYA;GLOBAL;2021-08-29;2021-09-04;Si;;;287.9432;136.1702;96;13421.2765;8310;1152;1.8255;35;1;18;69;27;82;27;5261;710;79;117
CATALUNYA;GLOBAL;2021-08-29;2021-09-04;No;107.135;0.781244;137.1332;55.2229;4273;1792.4770;93217;45480;3.8734;454;110;64;1808;2465;1934;2467;74173;39448;60416;168488
CATALUNYA;GLOBAL;2021-08-28;2021-09-03;No;109.754;0.775215;141.5790;56.3989;4364;1803.2554;92289;47242;3.9317;482;102;67;1828;2536;1963;2538;73388;41093;59852;168452
CATALUNYA;GLOBAL;2021-08-28;2021-09-03;--;;;0.0000;0.0000;202;0.0000;8998;22;1.3335;33;5;0;121;81;115;4;8904;20;900;1174
CATALUNYA;GLOBAL;2021-08-28;2021-09-03;Si;;;337.5886;147.5177;104;13699.2907;8430;1228;1.8349;39;1;20;77;27;85;27;5350;754;80;120
CATALUNYA;GLOBAL;2021-08-27;2021-09-02;--;;;0.0000;0.0000;229;0.0000;8929;25;1.5129;31;4;0;137;92;130;4;8833;24;948;1091
CATALUNYA;GLOBAL;2021-08-27;2021-09-02;Si;;;348.9361;134.7517;95;14200.0000;8813;1198;1.6185;36;1;19;68;27;76;27;5630;734;76;130
CATALUNYA;GLOBAL;2021-08-27;2021-09-02;No;116.526;0.772354;150.8711;59.9788;4641;1824.8379;91552;49649;4.1495;495;97;65;1951;2690;2111;2702;72695;43294;60423;179421
CATALUNYA;GLOBAL;2021-08-26;2021-09-01;No;124.251;0.774028;160.5251;64.3858;4982;1820.6377;89222;51654;4.4596;507;104;69;2074;2908;2253;2913;70745;45096;58803;189536
CATALUNYA;GLOBAL;2021-08-26;2021-09-01;--;;;0.0000;0.0000;244;0.0000;9196;27;1.5466;37;3;0;148;96;137;4;9091;26;1001;1053
CATALUNYA;GLOBAL;2021-08-26;2021-09-01;Si;;;373.0496;150.3546;106;14222.6950;8698;1329;1.7975;36;1;19;84;22;92;22;5514;828;69;129
CATALUNYA;GLOBAL;2021-08-25;2021-08-31;Si;;;364.5390;134.7517;95;14913.4751;9101;1413;1.5558;41;2;17;72;23;79;23;5673;883;80;141
CATALUNYA;GLOBAL;2021-08-25;2021-08-31;No;132.095;0.779108;169.5458;68.5601;5305;1834.0913;88218;53699;4.7599;535;102;82;2171;3134;2388;3172;69883;46925;60586;198033
CATALUNYA;GLOBAL;2021-08-25;2021-08-31;--;;;0.0000;0.0000;263;0.0000;9383;29;1.5380;34;3;0;156;107;140;3;9271;27;1063;961
CATALUNYA;GLOBAL;2021-08-24;2021-08-30;--;;;0.0000;0.0000;276;0.0000;9575;34;1.5274;40;4;0;158;118;140;5;9463;30;1114;952
CATALUNYA;GLOBAL;2021-08-24;2021-08-30;Si;;;365.9574;141.8439;100;15198.5815;9342;1373;1.4959;36;1;16;79;21;79;21;5792;893;82;161
CATALUNYA;GLOBAL;2021-08-24;2021-08-30;No;140.8;0.789244;178.3986;73.3419;5675;1824.8638;87250;53953;5.1291;557;113;82;2313;3362;2568;3392;69000;47200;60710;201667
CATALUNYA;GLOBAL;2021-08-23;2021-08-29;No;152.788;0.799343;191.1413;79.5840;6158;1838.8084;87378;54904;5.5037;582;112;87;2492;3666;2751;3697;69099;48058;65106;203703
CATALUNYA;GLOBAL;2021-08-23;2021-08-29;--;;;0.0000;0.0000;287;0.0000;9851;33;1.5361;46;8;0;165;122;146;4;9736;29;1180;954
CATALUNYA;GLOBAL;2021-08-23;2021-08-29;Si;;;411.3475;148.9361;105;16286.5248;9992;1490;1.4517;35;1;14;76;29;75;29;6203;961;80;175
CATALUNYA;GLOBAL;2021-08-22;2021-08-28;--;;;0.0000;0.0000;291;0.0000;9814;34;1.5623;49;9;1;167;124;147;5;9698;31;1179;952
CATALUNYA;GLOBAL;2021-08-22;2021-08-28;Si;;;422.6950;151.7730;107;16371.6312;9973;1569;1.4886;35;1;17;77;30;77;30;6197;991;81;174
CATALUNYA;GLOBAL;2021-08-22;2021-08-28;No;159.237;0.810025;196.5822;81.9103;6338;1839.7002;87234;55117;5.6468;610;114;93;2531;3807;2781;3833;68921;48207;65553;200381
CATALUNYA;GLOBAL;2021-08-21;2021-08-27;No;166.398;0.821295;202.6046;85.1800;6591;1849.4059;87302;55800;5.8854;619;122;91;2604;3987;2897;4028;68926;48739;66648;201830
CATALUNYA;GLOBAL;2021-08-21;2021-08-27;--;;;0.0000;0.0000;309;0.0000;9535;31;1.6942;57;12;1;179;130;156;4;9416;28;1211;960
CATALUNYA;GLOBAL;2021-08-21;2021-08-27;Si;;;432.6241;190.0709;134;16781.5602;10135;1696;1.9270;39;1;19;99;35;106;35;6263;1054;82;171
CATALUNYA;GLOBAL;2021-08-20;2021-08-26;--;;;0.0000;0.0000;329;0.0000;9855;31;1.6479;68;16;1;188;141;156;5;9744;26;1259;894
CATALUNYA;GLOBAL;2021-08-20;2021-08-26;Si;;;462.4113;214.1843;151;17395.7446;10464;1800;2.0501;39;1;22;111;40;117;40;6503;1155;90;172
CATALUNYA;GLOBAL;2021-08-20;2021-08-26;No;177.852;0.840614;211.5737;90.8923;7033;1867.6800;87967;56549;6.1991;616;148;96;2732;4301;3032;4328;69344;49382;74576;192026
CATALUNYA;GLOBAL;2021-08-19;2021-08-25;--;;;0.0000;0.0000;377;0.0000;9910;31;1.8741;66;16;2;212;165;179;5;9792;26;1258;804
CATALUNYA;GLOBAL;2021-08-19;2021-08-25;Si;;;469.5035;222.6950;157;18604.2553;11273;1843;2.0788;42;1;24;108;49;121;50;7025;1201;97;172
CATALUNYA;GLOBAL;2021-08-19;2021-08-25;No;188.474;0.855142;220.4006;96.1393;7439;1893.9021;89466;57079;6.4758;629;132;100;2885;4554;3210;4585;70418;49953;80087;180022
CATALUNYA;GLOBAL;2021-08-18;2021-08-24;No;199.919;0.863815;231.4374;100.9857;7814;1885.8248;88177;57743;6.8088;661;137;91;3009;4805;3324;4840;69338;50565;82464;166816
CATALUNYA;GLOBAL;2021-08-18;2021-08-24;--;;;0.0000;0.0000;415;0.0000;9799;36;2.0801;73;19;4;229;186;196;6;9680;31;1354;952
CATALUNYA;GLOBAL;2021-08-18;2021-08-24;Si;;;469.5035;229.7872;162;18695.0354;11344;1836;2.1467;45;0;30;110;52;121;54;6942;1210;91;157
CATALUNYA;GLOBAL;2021-08-17;2021-08-23;--;;;0.0000;0.0000;465;0.0000;9683;34;2.2905;73;18;5;246;219;214;6;9575;30;1410;926
CATALUNYA;GLOBAL;2021-08-17;2021-08-23;Si;;;496.4539;224.1134;158;19564.5390;11867;1926;1.9380;48;0;35;102;56;110;57;7367;1250;94;143
CATALUNYA;GLOBAL;2021-08-17;2021-08-23;No;210.164;0.866009;242.6810;105.0566;8129;1896.9263;88265;58514;7.0706;674;138;110;3080;5049;3432;5102;69359;51338;89417;153989
CATALUNYA;GLOBAL;2021-08-16;2021-08-22;No;222.822;0.866967;257.0134;111.5572;8632;1911.6722;88466;59454;7.4143;705;137;114;3243;5389;3564;5448;69389;52160;107751;145576
CATALUNYA;GLOBAL;2021-08-16;2021-08-22;--;;;0.0000;0.0000;478;0.0000;9605;40;2.3290;71;16;5;249;229;215;7;9498;34;1472;894
CATALUNYA;GLOBAL;2021-08-16;2021-08-22;Si;;;556.0283;262.4113;185;20458.1560;12426;1997;2.2029;50;0;37;128;57;142;58;7764;1315;104;146
CATALUNYA;GLOBAL;2021-08-15;2021-08-21;--;;;0.0000;0.0000;491;0.0000;9661;41;2.3467;70;17;4;254;237;219;6;9553;35;1487;892
CATALUNYA;GLOBAL;2021-08-15;2021-08-21;Si;;;568.7943;270.9219;191;20476.5957;12512;1924;2.2660;57;0;38;129;62;143;63;7820;1271;103;146
CATALUNYA;GLOBAL;2021-08-15;2021-08-21;No;226.943;0.863845;262.7127;114.6719;8873;1919.6332;88841;59695;7.5701;745;147;119;3285;5588;3617;5626;69688;52410;108807;143685
CATALUNYA;GLOBAL;2021-08-14;2021-08-20;--;;;0.0000;0.0000;503;0.0000;9767;42;2.4239;68;14;5;264;239;227;8;9659;36;1518;886
CATALUNYA;GLOBAL;2021-08-14;2021-08-20;Si;;;551.7730;242.5531;171;20714.8936;12660;1944;2.0069;60;0;44;108;63;121;64;7887;1331;104;147
CATALUNYA;GLOBAL;2021-08-14;2021-08-20;No;230.235;0.855541;269.1100;117.4246;9086;1930.5796;89284;60099;7.6452;788;159;125;3326;5760;3605;5784;69979;52830;121912;138346
CATALUNYA;GLOBAL;2021-08-13;2021-08-19;No;236.5;0.840516;281.3745;120.6814;9338;1952.9634;90689;60426;7.8335;831;144;126;3430;5908;3801;5919;70949;53133;132791;139668
CATALUNYA;GLOBAL;2021-08-13;2021-08-19;--;;;0.0000;0.0000;517;0.0000;9814;38;2.4987;65;11;5;266;251;236;7;9691;34;1780;881
CATALUNYA;GLOBAL;2021-08-13;2021-08-19;Si;;;639.7163;248.2269;175;21268.0851;13062;1932;2.0404;66;0;53;111;64;127;65;8096;1314;126;164
CATALUNYA;GLOBAL;2021-08-12;2021-08-18;--;;;0.0000;0.0000;510;0.0000;9796;44;2.4761;68;16;4;263;247;231;10;9694;39;2114;982
CATALUNYA;GLOBAL;2021-08-12;2021-08-18;Si;;;665.2482;246.8085;174;21078.0141;12997;1863;1.9994;76;0;61;112;62;124;62;8030;1273;139;190
CATALUNYA;GLOBAL;2021-08-12;2021-08-18;No;244.217;0.830814;293.9493;124.2612;9615;1975.9805;92072;60824;7.9878;867;163;127;3511;6104;3931;6111;72216;53501;144202;149477
CATALUNYA;GLOBAL;2021-08-11;2021-08-17;No;254.807;0.824363;309.0958;130.4517;10094;2001.3368;93783;61075;8.2851;876;167;133;3692;6402;4150;6411;73730;53740;164231;145082
CATALUNYA;GLOBAL;2021-08-11;2021-08-17;--;;;0.0000;0.0000;534;0.0000;10087;46;2.5956;76;13;2;280;254;250;10;9975;42;2276;856
CATALUNYA;GLOBAL;2021-08-11;2021-08-17;Si;;;737.5886;239.7163;169;21323.4042;13059;1974;1.8913;75;0;61;106;63;119;62;8244;1326;146;199
CATALUNYA;GLOBAL;2021-08-10;2021-08-16;--;;;0.0000;0.0000;538;0.0000;10112;50;2.7216;82;20;1;292;246;265;8;9985;46;2272;847
CATALUNYA;GLOBAL;2021-08-10;2021-08-16;Si;;;782.9787;272.3404;192;22046.8085;13541;2002;2.1208;76;0;61;136;56;152;57;8502;1353;159;201
CATALUNYA;GLOBAL;2021-08-10;2021-08-16;No;267.677;0.818209;327.1502;137.6243;10649;2038.9576;95715;62054;8.5357;932;174;130;3942;6707;4381;6706;75282;54608;191716;133737
CATALUNYA;GLOBAL;2021-08-09;2021-08-15;No;283.642;0.811756;349.4178;145.4561;11255;2073.6061;97233;63217;8.9156;979;229;139;4113;7142;4635;7148;76377;55785;189307;128734
CATALUNYA;GLOBAL;2021-08-09;2021-08-15;--;;;0.0000;0.0000;572;0.0000;10015;52;2.9018;94;22;2;301;271;276;12;9878;47;2130;820
CATALUNYA;GLOBAL;2021-08-09;2021-08-15;Si;;;800.0000;293.6170;207;22815.6028;14124;1961;2.1822;81;0;66;140;67;157;66;8892;1327;153;187
CATALUNYA;GLOBAL;2021-08-08;2021-08-14;No;287.874;0.809232;355.7374;148.0408;11455;2084.1389;97880;63385;9.0153;995;223;136;4197;7258;4730;7246;76915;55926;194685;132053
CATALUNYA;GLOBAL;2021-08-08;2021-08-14;--;;;0.0000;0.0000;592;0.0000;10070;50;2.9185;114;33;2;304;288;278;13;9926;45;2095;820
CATALUNYA;GLOBAL;2021-08-08;2021-08-14;Si;;;815.6028;297.8723;210;23151.7730;14355;1967;2.1626;82;0;67;142;68;156;68;9017;1341;155;185
CATALUNYA;GLOBAL;2021-08-07;2021-08-13;--;;;0.0000;0.0000;612;0.0000;10483;48;2.9848;129;37;1;323;289;298;12;10343;43;2013;828
CATALUNYA;GLOBAL;2021-08-07;2021-08-13;Si;;;841.1347;309.2198;218;23198.5815;14441;1914;2.1806;74;0;65;148;70;158;69;9114;1296;160;183
CATALUNYA;GLOBAL;2021-08-07;2021-08-13;No;296.147;0.809263;365.9472;151.6853;11737;2109.5081;99051;64177;9.1172;1013;217;145;4274;7463;4844;7432;77936;56710;192766;126088
CATALUNYA;GLOBAL;2021-08-06;2021-08-12;No;314.243;0.805942;389.9077;160.6931;12434;2171.1541;101767;66231;9.3694;1043;216;148;4567;7867;5112;7882;80151;58534;192848;121115
CATALUNYA;GLOBAL;2021-08-06;2021-08-12;--;;;0.0000;0.0000;654;0.0000;10703;58;3.3606;153;123;1;368;286;341;16;10571;52;1790;767
CATALUNYA;GLOBAL;2021-08-06;2021-08-12;Si;;;927.6595;391.4893;276;24866.6666;15428;2103;2.6619;73;0;66;204;72;225;71;9707;1413;158;151
CATALUNYA;GLOBAL;2021-08-05;2021-08-11;--;;;0.0000;0.0000;695;0.0000;10702;57;3.5721;182;122;1;394;301;366;13;10558;52;1529;657
CATALUNYA;GLOBAL;2021-08-05;2021-08-11;Si;;;1000.0000;418.4397;295;25472.3404;15791;2167;2.6714;64;0;59;223;72;237;70;10039;1453;164;107
CATALUNYA;GLOBAL;2021-08-05;2021-08-11;No;330.256;0.799296;413.1833;169.6880;13130;2201.3826;102380;67957;9.7591;1085;230;148;4817;8313;5377;8366;80664;60158;206941;107292
CATALUNYA;GLOBAL;2021-08-04;2021-08-10;--;;;0.0000;0.0000;743;0.0000;10684;55;3.7376;205;127;2;416;327;381;15;10545;50;1316;598
CATALUNYA;GLOBAL;2021-08-04;2021-08-10;Si;;;1110.6382;497.8723;351;26663.8297;16665;2133;3.0485;70;0;55;273;78;295;76;10724;1446;178;111
CATALUNYA;GLOBAL;2021-08-04;2021-08-10;No;348.653;0.790118;441.2664;178.6441;13823;2265.6133;105617;69690;9.9767;1167;251;154;5052;8771;5646;8816;83149;61809;222077;98770
CATALUNYA;GLOBAL;2021-08-03;2021-08-09;No;370.047;0.780282;474.2477;189.5259;14665;2326.1220;108299;71690;10.3482;1218;272;150;5329;9336;6055;9382;85437;63739;223565;95167
CATALUNYA;GLOBAL;2021-08-03;2021-08-09;--;;;0.0000;0.0000;803;0.0000;11106;70;3.9138;240;126;3;456;347;412;20;10975;63;1251;573
