NOM;CODI;DATA_INI;DATA_FI;RESIDENCIA;IEPG_CONFIRMAT;R0_CONFIRMAT_M;IA14;TAXA_CASOS_CONFIRMAT;CASOS_CONFIRMAT;TAXA_PCRTAR;PCR;TAR;PERC_PCRTAR_POSITIVES;INGRESSOS_TOTAL;INGRESSOS_CRITIC;EXITUS;CASOS_PCR;CASOS_TAR;POSITIVITAT_PCR_NUM;POSITIVITAT_TAR_NUM;POSITIVITAT_PCR_DEN;POSITIVITAT_TAR_DEN;VACUNATS_DOSI_1;VACUNATS_DOSI_2
CATALUNYA;GLOBAL;2021-05-22;2021-05-28;--;;;0.0000;0.0000;81;0.0000;173;52;7.1066;34;9;0;29;52;7;7;150;47;827;364
CATALUNYA;GLOBAL;2021-05-22;2021-05-28;Si;;;46.8085;24.1134;17;2855.3191;1791;222;1.3210;17;1;7;10;7;13;7;1351;163;296;504
CATALUNYA;GLOBAL;2021-05-22;2021-05-28;No;114.336;1.00637;113.6121;54.3958;4209;1493.3711;80815;34738;4.1137;423;98;30;2415;1794;2527;1800;72800;32386;154358;162439
CATALUNYA;GLOBAL;2021-05-21;2021-05-27;No;113.138;0.989072;114.3875;54.6801;4231;1480.9773;79792;34802;4.1864;431;106;29;2409;1822;2546;1819;71781;32484;164595;143384
CATALUNYA;GLOBAL;2021-05-21;2021-05-27;--;;;0.0000;0.0000;74;0.0000;157;61;6.9149;31;7;0;26;48;6;7;133;55;790;286
CATALUNYA;GLOBAL;2021-05-21;2021-05-27;Si;;;45.3900;22.6950;16;2747.5177;1733;204;1.2414;16;1;4;11;5;13;5;1298;152;268;512
CATALUNYA;GLOBAL;2021-05-20;2021-05-26;--;;;0.0000;0.0000;60;0.0000;162;58;6.3158;26;6;0;20;40;6;6;138;52;793;261
CATALUNYA;GLOBAL;2021-05-20;2021-05-26;Si;;;46.8085;25.5319;18;2825.5319;1749;243;1.3633;18;1;3;13;5;15;5;1283;184;333;474
CATALUNYA;GLOBAL;2021-05-20;2021-05-26;No;112.216;0.977265;114.8269;55.1195;4265;1508.8408;81915;34835;4.0724;446;99;33;2457;1808;2536;1789;73676;32527;183362;128275
CATALUNYA;GLOBAL;2021-05-19;2021-05-25;No;114.244;0.979485;116.6363;55.0290;4258;1529.5187;83313;35037;4.0444;432;100;35;2453;1805;2562;1786;74808;32699;207988;116808
CATALUNYA;GLOBAL;2021-05-19;2021-05-25;--;;;0.0000;0.0000;58;0.0000;165;57;4.6154;33;8;0;17;41;6;3;144;51;860;260
CATALUNYA;GLOBAL;2021-05-19;2021-05-25;Si;;;43.9716;19.8581;14;2951.7730;1827;254;1.1126;16;1;3;10;4;13;4;1332;196;365;436
CATALUNYA;GLOBAL;2021-05-18;2021-05-24;Si;;;36.8794;18.4397;13;2929.0780;1814;251;0.9265;15;1;3;11;2;12;2;1321;190;366;419
CATALUNYA;GLOBAL;2021-05-18;2021-05-24;No;115.655;0.982225;117.7477;54.2536;4198;1563.1074;86035;34914;3.8645;442;94;38;2457;1741;2525;1723;77350;32573;233346;101053
CATALUNYA;GLOBAL;2021-05-18;2021-05-24;--;;;0.0000;0.0000;47;0.0000;174;61;4.3478;34;8;0;13;34;6;3;153;54;728;236
CATALUNYA;GLOBAL;2021-05-17;2021-05-23;--;;;0.0000;0.0000;57;0.0000;177;71;4.0359;37;8;0;18;39;6;3;160;63;691;202
CATALUNYA;GLOBAL;2021-05-17;2021-05-23;Si;;;39.7163;21.2765;15;3085.1063;1900;275;0.9919;12;1;3;14;1;15;1;1404;209;379;411
CATALUNYA;GLOBAL;2021-05-17;2021-05-23;No;122.855;0.989091;124.2095;58.0661;4493;1707.4521;93446;38672;3.8652;466;102;36;2626;1867;2793;1848;83935;36135;252064;93932
CATALUNYA;GLOBAL;2021-05-16;2021-05-22;No;123.409;0.981102;125.7862;58.5830;4533;1709.2226;93305;38950;3.8520;481;104;39;2667;1866;2784;1846;83798;36399;261750;84889
CATALUNYA;GLOBAL;2021-05-16;2021-05-22;--;;;0.0000;0.0000;60;0.0000;171;71;4.1860;40;7;0;20;40;6;3;152;63;688;204
CATALUNYA;GLOBAL;2021-05-16;2021-05-22;Si;;;43.9716;22.6950;16;3112.0567;1919;275;1.0436;11;1;4;15;1;16;1;1420;209;383;403
CATALUNYA;GLOBAL;2021-05-15;2021-05-21;--;;;0.0000;0.0000;56;0.0000;171;67;3.3175;40;7;0;20;36;6;1;151;60;529;184
CATALUNYA;GLOBAL;2021-05-15;2021-05-21;Si;;;48.2269;22.6950;16;3109.2198;1922;270;1.0353;10;1;5;15;1;16;1;1434;208;386;376
CATALUNYA;GLOBAL;2021-05-15;2021-05-21;No;122.431;0.952957;128.4744;59.2163;4582;1733.5321;95007;39129;3.8434;508;108;40;2717;1865;2841;1845;85375;36549;270910;75559
CATALUNYA;GLOBAL;2021-05-14;2021-05-20;No;119.982;0.892165;134.4839;59.7074;4620;1787.0103;98622;39652;3.7550;550;105;43;2726;1894;2818;1897;88568;36999;290873;57698
CATALUNYA;GLOBAL;2021-05-14;2021-05-20;--;;;0.0000;0.0000;61;0.0000;182;64;3.1532;38;6;0;24;37;5;2;165;57;641;169
CATALUNYA;GLOBAL;2021-05-14;2021-05-20;Si;;;52.4822;22.6950;16;3185.8156;1959;287;0.9541;10;2;5;15;1;15;1;1464;213;428;358
CATALUNYA;GLOBAL;2021-05-13;2021-05-19;Si;;;49.6453;21.2765;15;3218.4397;2003;266;0.8092;10;2;4;14;1;13;1;1530;200;412;484
CATALUNYA;GLOBAL;2021-05-13;2021-05-19;No;118.101;0.840303;140.5451;59.7074;4620;1805.3232;99767;39924;3.7904;585;116;49;2761;1859;2931;1877;89591;37255;294187;71396
CATALUNYA;GLOBAL;2021-05-13;2021-05-19;--;;;0.0000;0.0000;68;0.0000;193;69;3.8961;39;6;0;29;39;6;3;169;62;614;188
CATALUNYA;GLOBAL;2021-05-12;2021-05-18;--;;;0.0000;0.0000;66;0.0000;197;68;3.8793;36;4;0;31;35;6;3;171;61;487;200
CATALUNYA;GLOBAL;2021-05-12;2021-05-18;Si;;;56.7375;24.1134;17;3306.3829;2056;275;0.8413;9;3;4;14;3;12;3;1580;203;421;554
CATALUNYA;GLOBAL;2021-05-12;2021-05-18;No;119.154;0.806491;147.7436;61.6072;4767;1841.1735;102556;39909;3.8633;605;128;48;2923;1844;3135;1858;92017;37225;293314;81787
CATALUNYA;GLOBAL;2021-05-11;2021-05-17;No;122.706;0.781453;157.0228;63.4940;4913;1856.5656;103717;39939;3.9637;623;132;56;3041;1872;3258;1903;92968;37238;289554;83000
CATALUNYA;GLOBAL;2021-05-11;2021-05-17;--;;;0.0000;0.0000;67;0.0000;195;68;4.2918;35;3;0;36;31;7;3;170;63;491;195
CATALUNYA;GLOBAL;2021-05-11;2021-05-17;Si;;;56.7375;18.4397;13;3218.4397;1990;279;0.7454;12;3;3;10;3;10;3;1532;212;436;590
CATALUNYA;GLOBAL;2021-05-10;2021-05-16;--;;;0.0000;0.0000;64;0.0000;194;65;4.3860;36;4;0;36;28;8;2;170;58;493;179
CATALUNYA;GLOBAL;2021-05-10;2021-05-16;Si;;;60.9929;18.4397;13;3387.2340;2114;274;0.6557;15;3;2;11;2;10;2;1618;212;485;599
CATALUNYA;GLOBAL;2021-05-10;2021-05-16;No;128.388;0.769863;166.7672;66.1434;5118;1866.6590;104214;40223;4.1009;665;135;55;3164;1954;3377;1993;93472;37474;301210;82266
CATALUNYA;GLOBAL;2021-05-09;2021-05-15;No;130.909;0.766798;170.7219;67.2031;5200;1872.7331;104604;40303;4.1532;681;144;62;3173;2027;3404;2052;93837;37532;300968;82268
CATALUNYA;GLOBAL;2021-05-09;2021-05-15;--;;;0.0000;0.0000;67;0.0000;203;67;4.6025;34;4;0;37;30;9;2;179;60;493;177
CATALUNYA;GLOBAL;2021-05-09;2021-05-15;Si;;;59.5744;21.2765;15;3441.1347;2141;285;0.8073;18;3;2;12;3;12;3;1637;221;491;599
CATALUNYA;GLOBAL;2021-05-08;2021-05-14;--;;;0.0000;0.0000;68;0.0000;202;65;4.7414;36;5;0;38;30;9;2;176;56;490;177
CATALUNYA;GLOBAL;2021-05-08;2021-05-14;Si;;;60.9929;25.5319;18;3550.3546;2202;301;0.9429;17;3;4;13;5;13;5;1677;232;511;599
CATALUNYA;GLOBAL;2021-05-08;2021-05-14;No;135.83;0.779742;174.1984;69.2580;5359;1887.8797;105612;40467;4.2590;706;141;69;3270;2089;3507;2132;94704;37697;298667;82310
CATALUNYA;GLOBAL;2021-05-07;2021-05-13;--;;;0.0000;0.0000;71;0.0000;210;63;3.7975;41;7;1;40;31;8;1;181;56;317;205
CATALUNYA;GLOBAL;2021-05-07;2021-05-13;Si;;;85.1063;29.7872;21;3775.8865;2347;315;1.2450;17;2;4;14;7;18;7;1769;239;587;629
CATALUNYA;GLOBAL;2021-05-07;2021-05-13;No;148.425;0.801057;185.2869;74.7764;5786;1960.1490;110281;41390;4.4408;733;152;70;3611;2175;3907;2208;99123;38576;298518;90167
CATALUNYA;GLOBAL;2021-05-06;2021-05-12;No;161.934;0.822231;196.9441;80.8376;6255;2076.1908;118272;42378;4.5242;778;160;73;3923;2332;4225;2379;106475;39495;274141;114166
CATALUNYA;GLOBAL;2021-05-06;2021-05-12;--;;;0.0000;0.0000;71;0.0000;221;56;3.6735;47;5;1;40;31;9;0;196;49;319;252
CATALUNYA;GLOBAL;2021-05-06;2021-05-12;Si;;;113.4751;28.3687;20;3834.0425;2370;333;1.1817;18;2;6;13;7;17;7;1781;250;607;729
CATALUNYA;GLOBAL;2021-05-05;2021-05-11;--;;;0.0000;0.0000;71;0.0000;227;55;3.2258;52;12;1;38;33;8;0;201;47;803;265
CATALUNYA;GLOBAL;2021-05-05;2021-05-11;Si;;;124.8226;32.6241;23;3994.3262;2486;330;1.4375;20;1;7;17;6;24;6;1838;249;598;883
CATALUNYA;GLOBAL;2021-05-05;2021-05-11;No;173.674;0.836294;207.6707;86.1363;6665;2145.8366;122876;43163;4.6209;818;155;84;4202;2463;4461;2514;110734;40210;253190;147703
CATALUNYA;GLOBAL;2021-05-04;2021-05-10;No;187.506;0.852149;220.0387;93.5287;7237;2243.0098;129337;44221;4.8512;860;160;86;4623;2614;4978;2679;116639;41197;242359;167197
CATALUNYA;GLOBAL;2021-05-04;2021-05-10;--;;;0.0000;0.0000;71;0.0000;244;58;3.0651;61;14;1;37;34;8;0;212;49;1325;281
CATALUNYA;GLOBAL;2021-05-04;2021-05-10;Si;;;143.2624;38.2978;27;4103.5460;2556;337;1.5377;21;1;8;21;6;27;6;1891;255;583;977
CATALUNYA;GLOBAL;2021-05-03;2021-05-09;--;;;0.0000;0.0000;81;0.0000;268;62;3.1034;57;14;1;34;47;7;2;234;56;2251;277
CATALUNYA;GLOBAL;2021-05-03;2021-05-09;Si;;;173.0496;42.5531;30;4165.9574;2586;351;1.8730;26;0;8;23;7;32;9;1921;268;589;982
CATALUNYA;GLOBAL;2021-05-03;2021-05-09;No;200.148;0.860335;232.6393;100.6238;7786;2306.5168;133613;44859;5.0059;851;161;98;5004;2782;5286;2837;120488;41779;247336;166238
CATALUNYA;GLOBAL;2021-05-02;2021-05-08;--;;;0.0000;0.0000;83;0.0000;266;62;2.7778;65;15;1;34;49;6;2;232;56;2251;277
CATALUNYA;GLOBAL;2021-05-02;2021-05-08;Si;;;185.8156;38.2978;27;4174.4680;2588;355;1.6811;25;0;7;21;6;29;8;1927;274;580;982
CATALUNYA;GLOBAL;2021-05-02;2021-05-08;No;205.957;0.868088;237.2531;103.5187;8010;2327.7763;135000;45117;5.1032;874;155;99;5133;2877;5424;2935;121764;42035;243608;166239
CATALUNYA;GLOBAL;2021-05-01;2021-05-07;No;211.742;0.872464;242.6939;104.9403;8120;2324.2093;134784;45057;5.1612;892;163;96;5182;2938;5454;2989;121620;41965;241548;166144
CATALUNYA;GLOBAL;2021-05-01;2021-05-07;--;;;0.0000;0.0000;86;0.0000;270;65;2.6936;64;14;1;36;50;6;2;238;59;2255;277
CATALUNYA;GLOBAL;2021-05-01;2021-05-07;Si;;;188.6524;35.4609;25;4266.6666;2652;356;1.5104;25;0;5;20;5;28;6;1978;273;564;983
CATALUNYA;GLOBAL;2021-04-30;2021-05-06;--;;;0.0000;0.0000;96;0.0000;283;63;4.5307;64;13;0;38;58;11;3;252;57;2290;251
CATALUNYA;GLOBAL;2021-04-30;2021-05-06;Si;;;197.1631;55.3191;39;4418.4397;2768;347;1.7699;28;0;5;34;5;36;6;2100;273;597;1399
CATALUNYA;GLOBAL;2021-04-30;2021-05-06;No;223.387;0.889836;251.0426;110.5104;8551;2374.6893;138493;45254;5.3398;930;151;104;5463;3088;5749;3178;124993;42186;236803;179215
CATALUNYA;GLOBAL;2021-04-29;2021-05-05;No;234.331;0.907504;258.2153;116.1064;8984;2354.0114;136571;45576;5.6022;936;157;106;5758;3226;5980;3307;123215;42558;225557;185999
CATALUNYA;GLOBAL;2021-04-29;2021-05-05;--;;;0.0000;0.0000;112;0.0000;279;73;5.6962;68;15;0;45;67;14;4;250;66;2258;209
CATALUNYA;GLOBAL;2021-04-29;2021-05-05;Si;;;202.8368;85.1063;60;4434.0425;2780;346;2.6959;31;0;4;54;6;57;7;2106;268;561;1685
CATALUNYA;GLOBAL;2021-04-28;2021-05-04;--;;;0.0000;0.0000;122;0.0000;300;70;6.5868;70;10;0;51;71;18;4;269;65;1745;235
CATALUNYA;GLOBAL;2021-04-28;2021-05-04;Si;;;201.4184;92.1985;65;4225.5319;2635;344;2.8973;35;1;3;56;9;56;10;2012;266;552;1995
CATALUNYA;GLOBAL;2021-04-28;2021-05-04;No;246.559;0.927786;265.7498;121.5343;9404;2374.6763;137335;46411;5.8045;963;165;104;5928;3476;6182;3535;124020;43385;210291;191652
CATALUNYA;GLOBAL;2021-04-27;2021-05-03;--;;;0.0000;0.0000;136;0.0000;307;74;7.4713;66;9;0;52;84;20;6;278;70;1187;249
CATALUNYA;GLOBAL;2021-04-27;2021-05-03;Si;;;207.0921;104.9645;74;4262.4113;2644;361;3.3713;37;1;2;62;12;64;13;2006;278;577;2143
CATALUNYA;GLOBAL;2021-04-27;2021-05-03;No;257.559;0.942547;273.2585;126.5100;9789;2396.4657;138249;47183;5.9525;988;173;111;6129;3660;6364;3707;125001;44187;199481;184195
CATALUNYA;GLOBAL;2021-04-26;2021-05-02;No;266.908;0.959204;278.2599;132.0154;10215;2438.8295;140584;48126;6.1066;1042;181;103;6381;3834;6664;3870;127322;45180;180587;184707
CATALUNYA;GLOBAL;2021-04-26;2021-05-02;--;;;0.0000;0.0000;134;0.0000;309;80;8.1921;71;25;0;55;79;24;5;281;73;305;265
CATALUNYA;GLOBAL;2021-04-26;2021-05-02;Si;;;201.4184;130.4964;92;4426.9503;2764;357;4.0370;33;1;2;73;19;78;18;2098;280;526;2127
CATALUNYA;GLOBAL;2021-04-25;2021-05-01;--;;;0.0000;0.0000;133;0.0000;315;79;8.1461;70;25;0;54;79;24;5;284;72;328;265
CATALUNYA;GLOBAL;2021-04-25;2021-05-01;Si;;;207.0921;147.5177;104;4388.6524;2733;361;4.5879;33;1;3;74;30;79;29;2072;282;525;2127
CATALUNYA;GLOBAL;2021-04-25;2021-05-01;No;272.725;0.976933;279.1646;133.7343;10348;2434.9783;139878;48534;6.1615;1055;195;104;6414;3934;6666;3948;126666;45596;171193;184731
CATALUNYA;GLOBAL;2021-04-24;2021-04-30;No;284.973;1.01056;281.9949;137.7536;10659;2477.1741;142628;49049;6.2131;1058;191;110;6662;3997;6894;3993;129111;46115;154163;185129
CATALUNYA;GLOBAL;2021-04-24;2021-04-30;--;;;0.0000;0.0000;135;0.0000;325;81;8.4699;75;24;0;54;81;26;5;292;74;324;266
CATALUNYA;GLOBAL;2021-04-24;2021-04-30;Si;;;209.9290;153.1914;108;4299.2907;2673;358;4.9024;41;2;5;79;29;84;29;2022;283;521;2127
CATALUNYA;GLOBAL;2021-04-23;2021-04-29;--;;;0.0000;0.0000;127;0.0000;333;86;7.9576;87;26;0;51;76;25;5;298;79;247;255
CATALUNYA;GLOBAL;2021-04-23;2021-04-29;Si;;;188.6524;141.8439;100;3916.3120;2411;350;5.1270;44;3;5;70;30;78;29;1809;278;412;1628
CATALUNYA;GLOBAL;2021-04-23;2021-04-29;No;296.412;1.03936;285.1870;140.5322;10874;2453.4462;141258;48583;6.3703;1037;208;108;6799;4075;7029;4030;127899;45703;140284;149404
CATALUNYA;GLOBAL;2021-04-22;2021-04-28;--;;;0.0000;0.0000;119;0.0000;339;86;7.8947;91;24;0;49;70;24;6;300;80;268;255
CATALUNYA;GLOBAL;2021-04-22;2021-04-28;Si;;;165.9574;117.7304;83;3927.6595;2427;342;4.1961;44;3;6;53;30;60;29;1837;284;478;1670
CATALUNYA;GLOBAL;2021-04-22;2021-04-28;No;303.148;1.05699;286.8025;142.1088;10996;2472.0434;142826;48454;6.4471;1059;210;105;6842;4154;7164;4106;129230;45576;153915;131963
CATALUNYA;GLOBAL;2021-04-21;2021-04-27;No;307.428;1.06472;288.7410;144.2154;11159;2477.6006;143413;48297;6.5241;1086;213;103;6944;4215;7226;4205;129731;45482;159640;123206
CATALUNYA;GLOBAL;2021-04-21;2021-04-27;--;;;0.0000;0.0000;123;0.0000;328;92;8.4656;88;23;1;49;74;25;7;294;84;291;224
CATALUNYA;GLOBAL;2021-04-21;2021-04-27;Si;;;156.0283;109.2198;77;3968.7943;2440;358;3.8337;42;2;8;48;29;55;28;1866;299;541;1861
CATALUNYA;GLOBAL;2021-04-20;2021-04-26;--;;;0.0000;0.0000;120;0.0000;343;95;8.0808;92;24;1;53;67;25;7;309;87;295;207
CATALUNYA;GLOBAL;2021-04-20;2021-04-26;Si;;;146.0992;102.1276;72;3872.3404;2398;332;3.6585;39;2;8;46;26;53;25;1853;279;565;2066
CATALUNYA;GLOBAL;2021-04-20;2021-04-26;No;309.08;1.07246;288.1982;146.7485;11355;2471.2680;143333;47887;6.6243;1087;216;97;7073;4282;7320;4257;129645;45121;156357;129826
CATALUNYA;GLOBAL;2021-04-19;2021-04-25;No;310.32;1.06842;290.4470;146.2444;11316;2453.3558;142224;47610;6.6104;1112;208;104;6993;4323;7167;4299;128624;44830;142778;129951
CATALUNYA;GLOBAL;2021-04-19;2021-04-25;--;;;0.0000;0.0000;117;0.0000;350;86;7.3604;96;8;1;52;65;22;7;313;81;236;198
CATALUNYA;GLOBAL;2021-04-19;2021-04-25;Si;;;119.1489;70.9219;50;3587.2340;2196;333;2.5888;43;3;9;31;19;33;18;1695;275;549;2068
CATALUNYA;GLOBAL;2021-04-18;2021-04-24;--;;;0.0000;0.0000;118;0.0000;337;84;7.8329;90;7;1;53;65;23;7;304;79;212;198
CATALUNYA;GLOBAL;2021-04-18;2021-04-24;Si;;;109.2198;59.5744;42;3608.5106;2217;327;2.1116;47;4;9;32;10;33;9;1718;271;547;2068
CATALUNYA;GLOBAL;2021-04-18;2021-04-24;No;308.52;1.0654;289.5811;145.4302;11253;2445.1880;141793;47409;6.5985;1129;193;100;6977;4276;7146;4260;128248;44609;142166;129923
CATALUNYA;GLOBAL;2021-04-17;2021-04-23;No;303.79;1.05377;288.2887;144.2413;11161;2428.9171;140669;47274;6.6146;1140;208;101;6863;4298;7085;4280;127316;44501;142287;129437
CATALUNYA;GLOBAL;2021-04-17;2021-04-23;--;;;0.0000;0.0000;121;0.0000;329;88;8.3990;93;7;1;55;66;23;9;298;83;211;197
CATALUNYA;GLOBAL;2021-04-17;2021-04-23;Si;;;106.3829;56.7375;40;3547.5177;2177;324;2.0833;39;3;11;29;11;31;10;1698;270;539;2067
CATALUNYA;GLOBAL;2021-04-16;2021-04-22;No;304.103;1.04846;290.0463;144.6548;11193;2430.9461;140528;47572;6.6275;1169;209;105;6845;4348;7075;4310;126983;44800;154256;135075
CATALUNYA;GLOBAL;2021-04-16;2021-04-22;--;;;0.0000;0.0000;132;0.0000;318;87;8.3558;85;4;2;60;72;23;8;290;81;224;188
CATALUNYA;GLOBAL;2021-04-16;2021-04-22;Si;;;100.7092;46.8085;33;3707.8014;2279;335;1.6577;36;2;13;25;8;26;8;1777;274;640;2323
CATALUNYA;GLOBAL;2021-04-15;2021-04-21;--;;;0.0000;0.0000;137;0.0000;334;88;8.1841;78;4;2;56;81;21;11;309;82;252;162
CATALUNYA;GLOBAL;2021-04-15;2021-04-21;Si;;;109.2198;48.2269;34;3628.3687;2217;341;1.8145;34;2;14;25;9;26;10;1713;271;772;2084
CATALUNYA;GLOBAL;2021-04-15;2021-04-21;No;301.478;1.02706;293.5357;144.6936;11196;2425.3372;140519;47147;6.5784;1163;209;110;6839;4357;6986;4300;127078;44483;184672;108932
CATALUNYA;GLOBAL;2021-04-14;2021-04-20;No;299.17;1.01171;295.7069;144.5256;11183;2449.6725;143080;46469;6.4948;1166;211;123;6844;4339;6977;4267;129270;43853;227036;68127
CATALUNYA;GLOBAL;2021-04-14;2021-04-20;--;;;0.0000;0.0000;135;0.0000;349;92;7.6167;79;6;1;57;78;19;12;320;87;296;127
CATALUNYA;GLOBAL;2021-04-14;2021-04-20;Si;;;124.8226;46.8085;33;3704.9645;2282;330;1.7902;32;2;15;26;7;29;7;1749;262;904;1556
CATALUNYA;GLOBAL;2021-04-13;2021-04-19;--;;;0.0000;0.0000;135;0.0000;349;90;6.9479;72;7;1;52;83;17;11;321;82;297;110
CATALUNYA;GLOBAL;2021-04-13;2021-04-19;Si;;;131.9148;43.9716;31;3886.5248;2388;352;1.5009;30;2;15;24;7;25;7;1853;279;973;1180
CATALUNYA;GLOBAL;2021-04-13;2021-04-19;No;298.311;0.989773;301.3933;141.4497;10945;2465.3619;145021;45742;6.3691;1188;202;125;6637;4308;6834;4243;130775;43143;252951;39798
CATALUNYA;GLOBAL;2021-04-12;2021-04-18;No;287.13;1.00313;286.2338;144.2025;11158;2483.8040;146693;45497;6.4577;1163;220;130;6783;4375;7001;4300;132123;42878;262601;37896
CATALUNYA;GLOBAL;2021-04-12;2021-04-18;--;;;0.0000;0.0000;150;0.0000;341;94;8.5213;72;6;1;57;93;21;13;313;86;301;112
CATALUNYA;GLOBAL;2021-04-12;2021-04-18;Si;;;129.0780;48.2269;34;4377.3049;2513;573;1.4401;24;2;14;27;7;26;8;1931;430;989;1184
CATALUNYA;GLOBAL;2021-04-11;2021-04-17;No;293.775;1.01844;288.4567;144.1508;11154;2483.0027;146799;45329;6.4450;1176;225;128;6777;4377;6974;4300;132184;42741;263349;37895
CATALUNYA;GLOBAL;2021-04-11;2021-04-17;--;;;0.0000;0.0000;147;0.0000;343;101;8.3333;82;6;1;55;92;20;14;316;92;301;112
CATALUNYA;GLOBAL;2021-04-11;2021-04-17;Si;;;123.4042;49.6453;35;4414.1843;2533;579;1.5171;20;3;14;27;8;28;8;1941;432;991;1189
CATALUNYA;GLOBAL;2021-04-10;2021-04-16;--;;;0.0000;0.0000;142;0.0000;348;93;7.3892;80;7;1;54;88;18;12;320;86;301;112
CATALUNYA;GLOBAL;2021-04-10;2021-04-16;Si;;;121.9858;49.6453;35;4543.2624;2606;597;1.4409;27;3;10;27;8;27;8;1988;441;997;1193
CATALUNYA;GLOBAL;2021-04-10;2021-04-16;No;320.362;1.10501;289.9171;144.0474;11146;2495.3578;147691;45393;6.3800;1178;217;130;6809;4337;6943;4269;132902;42834;265544;37865
CATALUNYA;GLOBAL;2021-04-09;2021-04-15;No;336.107;1.2203;275.4296;145.3915;11250;2550.8133;151349;46026;6.3492;1168;224;137;6877;4373;7093;4333;136521;43439;272017;28474
CATALUNYA;GLOBAL;2021-04-09;2021-04-15;--;;;0.0000;0.0000;133;0.0000;364;97;8.0569;89;9;0;47;86;17;17;331;91;316;102
CATALUNYA;GLOBAL;2021-04-09;2021-04-15;Si;;;121.9858;53.9007;38;4645.3900;2666;609;1.6486;28;3;12;29;9;32;9;2033;454;1333;1153
CATALUNYA;GLOBAL;2021-04-08;2021-04-14;--;;;0.0000;0.0000;129;0.0000;344;98;8.7719;88;11;0;50;79;21;14;307;92;330;80
CATALUNYA;GLOBAL;2021-04-08;2021-04-14;Si;;;121.9858;60.9929;43;4824.1134;2767;634;1.7733;31;4;10;33;10;37;9;2116;478;1658;935
CATALUNYA;GLOBAL;2021-04-08;2021-04-14;No;368.167;1.34809;273.1034;148.8421;11517;2577.6946;152637;46818;6.4730;1178;228;144;7068;4449;7325;4416;137227;44157;272943;20386
CATALUNYA;GLOBAL;2021-04-07;2021-04-13;No;379.663;1.40059;271.0744;151.1813;11698;2534.1547;148949;47137;6.7518;1177;229;142;7204;4494;7578;4441;133552;44459;284481;16549
CATALUNYA;GLOBAL;2021-04-07;2021-04-13;--;;;0.0000;0.0000;134;0.0000;339;95;9.6939;86;11;0;54;80;25;13;303;89;479;103
CATALUNYA;GLOBAL;2021-04-07;2021-04-13;Si;;;129.0780;78.0141;55;5097.8723;2876;718;2.1700;32;5;9;40;15;45;15;2218;547;2041;903
CATALUNYA;GLOBAL;2021-04-06;2021-04-12;Si;;;134.7517;87.9432;62;5302.1276;2946;792;2.3658;37;5;10;44;18;49;18;2248;584;2201;834
CATALUNYA;GLOBAL;2021-04-06;2021-04-12;No;382.675;1.4171;270.0405;159.9435;12376;2468.9547;141402;49639;7.2283;1179;249;148;7407;4969;7631;4886;126292;46875;278444;15179
CATALUNYA;GLOBAL;2021-04-06;2021-04-12;--;;;0.0000;0.0000;143;0.0000;336;96;10.4439;85;10;1;55;88;24;16;291;92;601;105
CATALUNYA;GLOBAL;2021-04-05;2021-04-11;--;;;0.0000;0.0000;122;0.0000;308;85;9.4286;88;12;1;48;74;20;13;270;80;605;90
CATALUNYA;GLOBAL;2021-04-05;2021-04-11;Si;;;143.2624;80.8510;57;4554.6099;2618;593;2.5040;40;6;10;40;17;46;16;2018;458;2183;820
CATALUNYA;GLOBAL;2021-04-05;2021-04-11;No;370.933;1.3879;267.2619;142.0313;10990;2133.1067;121823;43231;7.3964;1163;239;146;6479;4511;6629;4434;108679;40893;274731;14747
CATALUNYA;GLOBAL;2021-04-04;2021-04-10;No;361.198;1.35318;266.9258;144.3059;11166;2150.7605;122738;43682;7.4929;1164;240;150;6552;4614;6741;4558;109454;41343;286205;14749
CATALUNYA;GLOBAL;2021-04-04;2021-04-10;--;;;0.0000;0.0000;131;0.0000;349;81;9.8191;78;15;1;55;76;25;13;311;76;615;90
CATALUNYA;GLOBAL;2021-04-04;2021-04-10;Si;;;137.5886;73.7588;52;4548.9361;2622;585;2.3096;42;4;10;38;14;43;14;2015;453;2182;815
CATALUNYA;GLOBAL;2021-04-03;2021-04-09;--;;;0.0000;0.0000;131;0.0000;360;91;9.7800;79;15;1;51;80;25;15;323;86;623;90
CATALUNYA;GLOBAL;2021-04-03;2021-04-09;Si;;;143.2624;72.3404;51;4426.9503;2547;574;2.3217;40;5;11;38;13;43;13;1964;448;2183;812
CATALUNYA;GLOBAL;2021-04-03;2021-04-09;No;328.447;1.22965;267.1068;145.8696;11287;2120.2089;119757;44299;7.7029;1186;248;145;6537;4750;6730;4727;106859;41877;296804;15095
CATALUNYA;GLOBAL;2021-04-02;2021-04-08;No;281.733;1.06804;263.7854;130.0381;10062;1744.4655;95838;39144;8.1294;1155;222;145;5655;4407;5573;4345;84957;37045;248225;10377
CATALUNYA;GLOBAL;2021-04-02;2021-04-08;--;;;0.0000;0.0000;122;0.0000;331;81;9.3583;69;13;1;48;74;23;12;299;75;569;74
CATALUNYA;GLOBAL;2021-04-02;2021-04-08;Si;;;141.8439;68.0851;48;4019.8581;2279;555;2.3140;40;5;11;36;12;39;12;1766;438;1658;473
